id,gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
3391,Female,Urban,High School,2L-5L,1,2,4733,1,B,Gold,65556
13540,Female,Rural,Others,5L-10L,0,7,5246,More than 1,A,Platinum,63648
14992,Female,Urban,Bachelor,5L-10L,1,0,3904,1,A,Gold,32040
45583,Female,Rural,Bachelor,More than 10L,1,4,0,1,B,Platinum,38688
75701,Male,Urban,Bachelor,5L-10L,1,5,5728,1,A,Platinum,54168
10781,Male,Urban,High School,<=2L,1,5,7960,1,A,Silver,52872
84639,Male,Rural,High School,5L-10L,0,0,2507,1,A,Platinum,34656
34955,Male,Rural,Bachelor,5L-10L,1,5,0,1,A,Silver,34224
25039,Female,Rural,Bachelor,More than 10L,1,4,0,1,A,Platinum,33300
15717,Female,Rural,High School,More than 10L,0,0,0,1,C,Gold,28044
57790,Male,Rural,High School,More than 10L,1,6,2933,1,B,Silver,59052
66311,Female,Urban,Bachelor,5L-10L,0,5,6957,1,A,Silver,32988
13457,Male,Urban,High School,5L-10L,1,6,6864,1,C,Platinum,35448
9205,Male,Urban,Bachelor,5L-10L,1,4,5211,1,A,Platinum,47172
30601,Female,Urban,High School,More than 10L,1,2,3851,1,A,Gold,67836
59619,Female,Urban,High School,More than 10L,1,3,6186,1,A,Gold,32172
68018,Male,Urban,High School,5L-10L,1,2,6634,1,A,Platinum,35808
53519,Male,Urban,High School,5L-10L,0,8,6958,1,A,Platinum,72192
58267,Male,Rural,High School,5L-10L,1,6,9218,1,A,Gold,67608
49412,Male,Urban,High School,5L-10L,0,6,6155,More than 1,B,Gold,98520
86753,Female,Rural,Bachelor,More than 10L,1,4,3776,More than 1,B,Platinum,95532
72273,Male,Urban,High School,2L-5L,0,6,4988,1,B,Silver,31992
23278,Female,Urban,High School,5L-10L,0,8,0,More than 1,B,Silver,68484
49031,Male,Urban,High School,5L-10L,1,5,0,More than 1,B,Platinum,64464
77345,Female,Urban,High School,5L-10L,1,5,8547,1,A,Platinum,29712
73461,Male,Rural,Bachelor,5L-10L,0,3,3403,1,A,Gold,78804
89038,Male,Urban,Bachelor,2L-5L,1,6,8563,More than 1,A,Platinum,170184
49451,Female,Rural,Bachelor,5L-10L,1,4,0,1,A,Platinum,34872
53324,Male,Rural,Bachelor,2L-5L,1,2,2263,More than 1,B,Silver,104208
24940,Male,Rural,High School,More than 10L,1,4,3933,1,C,Gold,34080
66028,Male,Rural,Bachelor,5L-10L,0,6,0,1,B,Platinum,40956
11383,Male,Urban,High School,5L-10L,1,2,4086,1,A,Platinum,30336
67024,Male,Urban,Bachelor,5L-10L,0,6,3631,1,A,Platinum,59964
65816,Male,Rural,High School,5L-10L,1,1,2617,1,B,Gold,65712
80289,Male,Urban,High School,More than 10L,1,4,3211,1,A,Platinum,54096
88783,Male,Urban,Others,5L-10L,1,7,6379,1,B,Gold,35160
7541,Male,Urban,High School,5L-10L,1,7,7019,1,A,Gold,30900
20097,Male,Urban,High School,5L-10L,1,4,0,1,A,Platinum,65040
4938,Female,Rural,Bachelor,5L-10L,0,4,0,1,C,Platinum,36312
61397,Male,Rural,Bachelor,More than 10L,1,8,0,More than 1,B,Platinum,63492
40889,Male,Rural,Bachelor,5L-10L,1,4,2692,1,B,Silver,35616
2209,Female,Urban,Bachelor,5L-10L,0,7,5339,1,A,Gold,49608
39137,Male,Rural,Bachelor,5L-10L,0,6,0,1,B,Silver,51252
62163,Female,Urban,High School,5L-10L,0,6,6079,1,A,Gold,37776
61132,Male,Rural,Bachelor,5L-10L,0,2,6188,1,A,Platinum,50508
32197,Male,Urban,High School,5L-10L,0,8,6440,More than 1,B,Platinum,96960
54071,Female,Urban,High School,5L-10L,0,6,6500,More than 1,C,Platinum,162972
47412,Female,Urban,High School,5L-10L,1,4,2233,1,A,Platinum,32064
37411,Male,Urban,Bachelor,5L-10L,1,6,2133,1,A,Gold,54168
86074,Male,Urban,High School,2L-5L,1,4,4232,1,A,Platinum,48384
45820,Male,Urban,Others,2L-5L,1,5,5924,1,A,Silver,33000
2109,Male,Urban,High School,2L-5L,1,8,3869,More than 1,B,Platinum,97884
57791,Male,Rural,Bachelor,5L-10L,0,8,0,1,C,Silver,30804
51366,Female,Rural,Bachelor,5L-10L,0,3,5654,1,A,Silver,48324
70542,Male,Rural,Bachelor,5L-10L,0,1,0,1,B,Platinum,30672
9973,Female,Urban,Others,5L-10L,1,6,4674,1,B,Platinum,32436
26414,Female,Urban,High School,5L-10L,0,8,5030,More than 1,C,Platinum,93684
23276,Female,Rural,Bachelor,5L-10L,1,6,2506,1,A,Platinum,61524
77863,Male,Urban,Others,More than 10L,1,7,5261,1,A,Gold,36264
61159,Male,Rural,Bachelor,5L-10L,0,0,2816,1,B,Platinum,65148
41235,Female,Urban,High School,More than 10L,1,3,6798,1,A,Platinum,61908
54822,Male,Rural,Bachelor,5L-10L,1,1,2687,1,A,Platinum,47532
56376,Male,Urban,Bachelor,5L-10L,0,1,5376,1,A,Platinum,35676
35777,Female,Urban,High School,5L-10L,1,4,3927,1,A,Silver,43824
13879,Male,Urban,High School,5L-10L,0,2,3335,1,A,Silver,32724
33526,Female,Urban,Bachelor,2L-5L,0,7,5773,More than 1,A,Platinum,102132
9641,Male,Urban,High School,5L-10L,1,0,2742,1,A,Gold,65952
66228,Female,Rural,Bachelor,5L-10L,1,5,4163,1,B,Silver,45000
23937,Male,Rural,High School,5L-10L,1,6,0,1,B,Silver,30624
39443,Male,Urban,Bachelor,More than 10L,1,6,6166,1,B,Silver,47508
22842,Female,Urban,High School,2L-5L,1,2,4552,More than 1,B,Gold,63564
79753,Male,Urban,High School,More than 10L,0,2,6564,1,A,Gold,37500
45598,Female,Urban,High School,5L-10L,1,7,3822,More than 1,A,Silver,87888
16951,Male,Urban,High School,5L-10L,1,5,2266,1,B,Platinum,58932
41013,Female,Urban,Bachelor,2L-5L,1,6,6558,1,A,Silver,38220
16105,Male,Rural,Others,5L-10L,1,7,0,1,A,Gold,45432
49856,Male,Rural,Bachelor,5L-10L,1,5,2622,1,B,Platinum,61548
82343,Male,Urban,High School,5L-10L,1,7,14900,More than 1,A,Platinum,132852
81491,Male,Rural,High School,More than 10L,1,1,0,1,A,Platinum,33444
22138,Male,Urban,Bachelor,5L-10L,0,2,15430,1,A,Silver,35040
87992,Female,Rural,High School,5L-10L,0,2,2109,1,B,Platinum,33060
37147,Female,Urban,High School,5L-10L,1,4,5927,1,B,Gold,35040
450,Male,Urban,High School,5L-10L,1,6,6362,1,A,Gold,62280
7359,Male,Rural,High School,5L-10L,1,6,0,1,A,Platinum,37812
10653,Male,Rural,High School,5L-10L,1,6,2050,1,B,Platinum,32028
27263,Male,Urban,Bachelor,5L-10L,1,7,5592,1,B,Silver,33540
69025,Male,Rural,High School,5L-10L,1,2,0,1,B,Platinum,31284
83368,Male,Urban,High School,5L-10L,1,7,4163,1,A,Silver,34164
80703,Male,Rural,Bachelor,5L-10L,1,7,3114,More than 1,B,Platinum,64680
23740,Male,Urban,High School,<=2L,0,4,6050,1,B,Gold,30216
86167,Female,Rural,Bachelor,5L-10L,1,1,2273,1,A,Platinum,62460
58882,Male,Rural,Bachelor,More than 10L,1,8,0,More than 1,A,Platinum,68544
38507,Female,Urban,High School,2L-5L,1,7,5237,1,A,Silver,42468
84181,Male,Urban,Bachelor,5L-10L,0,4,3582,1,A,Silver,69408
8048,Male,Urban,Bachelor,2L-5L,1,5,4222,1,A,Silver,53892
64934,Female,Urban,Bachelor,5L-10L,1,7,6463,1,A,Platinum,32700
75188,Male,Urban,High School,5L-10L,1,6,3559,1,A,Platinum,34788
34238,Male,Rural,High School,More than 10L,1,7,3239,1,A,Gold,34020
43038,Male,Rural,Bachelor,5L-10L,1,6,3874,1,A,Silver,51348
41335,Male,Urban,High School,5L-10L,1,0,4678,1,A,Platinum,32616
27592,Female,Urban,High School,More than 10L,0,2,14257,1,A,Platinum,62712
10361,Female,Urban,High School,5L-10L,0,1,0,1,A,Silver,36372
80236,Female,Urban,High School,More than 10L,0,5,7752,More than 1,A,Gold,112548
46110,Male,Rural,Bachelor,More than 10L,0,1,2151,More than 1,B,Platinum,67644
16898,Male,Urban,Bachelor,More than 10L,1,4,2415,1,A,Silver,35640
39460,Male,Urban,High School,5L-10L,1,5,5758,1,A,Platinum,35532
26782,Male,Urban,Bachelor,5L-10L,1,6,6773,1,A,Platinum,29016
51343,Male,Urban,Others,5L-10L,1,1,3906,1,A,Platinum,31152
14007,Male,Urban,High School,5L-10L,1,5,0,1,B,Gold,36012
15358,Male,Urban,High School,5L-10L,1,8,3991,1,A,Platinum,29772
64532,Male,Urban,High School,5L-10L,0,2,2816,1,B,Platinum,62904
36900,Male,Urban,High School,2L-5L,1,4,4034,1,A,Gold,31260
66128,Female,Rural,High School,More than 10L,0,2,10138,More than 1,A,Gold,103488
9391,Male,Urban,High School,More than 10L,1,5,4028,1,A,Platinum,36348
40772,Female,Urban,High School,2L-5L,1,8,4373,1,A,Platinum,61800
38870,Male,Rural,High School,5L-10L,0,6,0,1,B,Silver,29256
5806,Male,Urban,Others,5L-10L,1,4,5280,1,A,Gold,29316
64763,Male,Urban,High School,5L-10L,0,6,3778,1,A,Gold,34836
63892,Male,Urban,Bachelor,5L-10L,0,5,0,1,A,Platinum,44736
11638,Female,Rural,High School,5L-10L,0,8,4493,More than 1,B,Gold,72624
32868,Male,Rural,High School,5L-10L,1,2,2104,1,B,Platinum,29880
13019,Male,Rural,High School,5L-10L,0,2,0,1,A,Platinum,47808
57990,Male,Rural,Bachelor,5L-10L,1,5,0,1,B,Platinum,60372
83805,Female,Rural,High School,More than 10L,0,4,5391,More than 1,A,Platinum,67572
66361,Female,Rural,Bachelor,5L-10L,1,6,0,1,C,Silver,68136
18397,Male,Urban,High School,5L-10L,1,2,6113,1,A,Platinum,33708
18825,Male,Urban,Bachelor,More than 10L,1,6,6700,More than 1,B,Silver,88980
75864,Male,Urban,High School,2L-5L,1,6,6238,1,A,Platinum,32760
83351,Male,Urban,Bachelor,More than 10L,1,7,3319,1,B,Platinum,62976
84667,Female,Rural,Bachelor,5L-10L,1,0,0,1,A,Platinum,33384
33648,Male,Rural,Bachelor,2L-5L,1,7,0,1,B,Gold,99156
14271,Female,Rural,High School,5L-10L,1,5,2344,1,A,Gold,98940
5617,Male,Rural,Bachelor,5L-10L,1,2,0,1,A,Silver,32820
48534,Male,Urban,Bachelor,2L-5L,0,8,11412,1,A,Gold,28440
73203,Female,Rural,Bachelor,5L-10L,0,3,2318,1,A,Platinum,99600
26849,Female,Urban,Bachelor,5L-10L,0,5,0,1,B,Silver,29412
73150,Male,Urban,High School,2L-5L,1,1,5414,1,B,Platinum,31104
12672,Male,Urban,Bachelor,2L-5L,0,1,7531,1,A,Platinum,36480
41890,Male,Rural,High School,2L-5L,1,7,0,1,B,Platinum,62700
6019,Female,Urban,High School,5L-10L,0,1,11178,More than 1,A,Platinum,108780
43238,Male,Urban,Bachelor,2L-5L,1,8,2014,1,A,Platinum,51516
9960,Male,Urban,High School,2L-5L,0,7,3969,1,B,Platinum,29280
49423,Male,Rural,Bachelor,5L-10L,0,6,0,1,A,Platinum,36324
75712,Male,Rural,High School,More than 10L,0,3,2548,1,B,Platinum,46944
4571,Female,Urban,High School,More than 10L,1,6,0,1,A,Platinum,34788
47062,Male,Urban,Bachelor,5L-10L,1,3,5783,1,A,Platinum,53016
1662,Male,Urban,High School,5L-10L,1,4,5847,1,A,Gold,56940
78728,Female,Urban,Others,5L-10L,1,6,5931,1,A,Silver,32760
13643,Male,Rural,High School,More than 10L,1,4,3394,1,A,Gold,35016
22703,Female,Rural,Bachelor,5L-10L,1,0,0,More than 1,B,Platinum,62076
86581,Female,Rural,Bachelor,5L-10L,0,8,2005,1,B,Platinum,69300
79757,Male,Urban,High School,5L-10L,0,5,3856,1,C,Gold,50520
190,Male,Rural,Bachelor,5L-10L,1,3,0,1,A,Gold,31188
33267,Male,Urban,Bachelor,5L-10L,1,4,3595,More than 1,B,Platinum,67992
81298,Female,Rural,High School,5L-10L,0,0,0,1,A,Platinum,44064
83678,Male,Rural,Bachelor,More than 10L,1,4,0,1,B,Silver,36564
69226,Male,Urban,Bachelor,More than 10L,1,5,3276,1,B,Silver,69264
53224,Female,Rural,High School,5L-10L,0,5,3527,More than 1,B,Platinum,70668
24750,Female,Rural,High School,5L-10L,0,6,0,1,A,Platinum,33492
51184,Male,Rural,Bachelor,More than 10L,0,0,0,1,C,Gold,39492
87127,Male,Urban,High School,More than 10L,0,2,6250,1,A,Platinum,34152
35379,Female,Rural,High School,5L-10L,1,3,0,1,A,Platinum,48144
44192,Male,Rural,Bachelor,5L-10L,1,2,0,1,A,Platinum,56928
2933,Male,Rural,High School,More than 10L,1,5,0,1,A,Platinum,99132
56817,Male,Rural,High School,More than 10L,1,0,0,More than 1,B,Gold,66420
41131,Female,Urban,High School,5L-10L,1,1,0,1,A,Silver,31056
1757,Male,Urban,Bachelor,2L-5L,1,8,6127,1,A,Gold,60420
64388,Male,Urban,Bachelor,5L-10L,0,7,0,1,A,Platinum,35760
89196,Male,Rural,Bachelor,More than 10L,1,1,0,1,C,Platinum,33960
63805,Female,Urban,High School,5L-10L,0,6,6672,More than 1,A,Silver,108024
8412,Female,Urban,Bachelor,5L-10L,0,1,2976,1,A,Gold,65964
37489,Female,Urban,High School,5L-10L,1,3,4977,1,A,Platinum,31152
38650,Female,Urban,High School,5L-10L,1,7,4309,1,A,Platinum,33816
2521,Male,Urban,High School,2L-5L,1,5,7299,1,C,Platinum,62208
16415,Male,Urban,High School,5L-10L,1,7,2876,1,A,Gold,31704
26133,Male,Rural,Bachelor,5L-10L,1,0,0,1,B,Silver,37428
64474,Male,Urban,Others,More than 10L,0,1,3769,1,A,Silver,38628
13871,Female,Urban,High School,5L-10L,1,6,5892,1,A,Platinum,62136
86184,Female,Urban,High School,5L-10L,1,7,5212,1,A,Silver,31320
43627,Male,Urban,Bachelor,5L-10L,1,5,2274,More than 1,B,Silver,73704
30908,Female,Urban,High School,5L-10L,1,5,2746,1,A,Silver,99372
15213,Male,Urban,Bachelor,5L-10L,0,4,4205,More than 1,A,Gold,99216
32053,Female,Urban,Bachelor,5L-10L,1,4,0,1,B,Platinum,32868
27858,Female,Urban,High School,5L-10L,1,1,5269,1,A,Silver,39252
39351,Male,Urban,High School,5L-10L,1,7,2599,1,A,Gold,53304
42698,Male,Rural,High School,5L-10L,1,6,2282,1,A,Platinum,33576
48641,Female,Urban,Bachelor,5L-10L,1,0,0,More than 1,B,Silver,72084
86626,Female,Urban,High School,5L-10L,1,1,5161,1,A,Platinum,34596
26937,Female,Rural,Others,More than 10L,1,8,2240,More than 1,A,Silver,62928
44105,Female,Rural,High School,5L-10L,0,8,0,1,A,Silver,61944
52454,Female,Urban,High School,5L-10L,0,4,6642,1,A,Gold,37524
29524,Female,Urban,High School,<=2L,0,2,6232,1,A,Platinum,69948
18822,Female,Urban,High School,5L-10L,1,1,3282,1,A,Gold,62484
4929,Female,Urban,High School,2L-5L,1,6,12560,1,A,Platinum,47760
55425,Female,Rural,High School,5L-10L,0,1,0,1,A,Platinum,32076
56521,Male,Rural,Bachelor,More than 10L,0,7,2048,1,A,Silver,40200
79052,Male,Rural,High School,More than 10L,1,6,5022,1,B,Silver,68388
50540,Male,Urban,Bachelor,2L-5L,1,6,5463,1,A,Gold,57792
51453,Male,Urban,Others,5L-10L,1,5,3877,More than 1,A,Silver,99108
75949,Male,Rural,High School,5L-10L,0,3,0,1,C,Gold,61812
24125,Male,Urban,Bachelor,5L-10L,1,7,5968,1,A,Silver,33180
14243,Male,Rural,Bachelor,5L-10L,0,2,3962,More than 1,A,Gold,91764
12110,Female,Rural,High School,5L-10L,0,6,0,1,B,Platinum,67020
56975,Female,Rural,High School,5L-10L,1,5,0,1,C,Silver,50880
22663,Male,Urban,High School,5L-10L,1,4,5021,1,B,Platinum,31476
85337,Female,Urban,High School,5L-10L,0,5,3882,1,A,Platinum,36684
14824,Female,Rural,Bachelor,5L-10L,0,8,0,1,B,Platinum,43548
5525,Female,Urban,Bachelor,2L-5L,0,0,5477,1,A,Gold,32172
53939,Male,Rural,Bachelor,More than 10L,1,6,4189,More than 1,B,Silver,67284
57933,Female,Urban,Bachelor,5L-10L,1,8,0,1,B,Silver,34872
78429,Male,Urban,Bachelor,5L-10L,1,6,4042,1,C,Platinum,32736
83484,Female,Rural,Bachelor,2L-5L,1,5,2751,1,B,Silver,66084
16965,Male,Rural,Bachelor,5L-10L,1,6,0,1,B,Platinum,48408
52078,Female,Urban,Bachelor,5L-10L,0,8,3417,1,A,Silver,31656
70327,Male,Urban,Bachelor,5L-10L,0,5,2314,1,B,Silver,30408
2610,Female,Urban,High School,5L-10L,1,6,3619,More than 1,A,Platinum,94584
86559,Female,Rural,High School,5L-10L,0,1,0,1,A,Platinum,62832
63185,Male,Urban,High School,<=2L,1,6,4105,1,A,Platinum,62868
87758,Female,Urban,Bachelor,2L-5L,1,6,4205,More than 1,B,Platinum,70080
28219,Female,Rural,Others,5L-10L,0,3,7137,1,A,Platinum,46524
85819,Female,Urban,Bachelor,More than 10L,0,4,6264,1,A,Platinum,50460
79528,Male,Rural,Bachelor,2L-5L,1,1,0,1,A,Platinum,33372
63604,Female,Urban,Bachelor,2L-5L,0,3,14375,More than 1,A,Silver,108912
17533,Male,Urban,High School,5L-10L,1,0,5551,1,A,Gold,56328
76499,Male,Urban,High School,5L-10L,1,8,3618,1,A,Silver,35052
85618,Male,Urban,Bachelor,2L-5L,0,8,0,1,B,Silver,34380
8339,Male,Urban,High School,5L-10L,1,2,3557,1,C,Gold,34392
69940,Female,Rural,Bachelor,More than 10L,1,0,0,1,B,Platinum,35784
67029,Male,Rural,Bachelor,5L-10L,1,1,0,1,A,Gold,33456
86541,Male,Rural,Bachelor,5L-10L,1,7,0,1,C,Gold,34884
32804,Male,Rural,Bachelor,5L-10L,1,3,0,1,A,Platinum,53208
63530,Female,Rural,High School,2L-5L,1,5,0,1,B,Platinum,37836
44378,Male,Urban,High School,5L-10L,1,0,6261,1,A,Gold,43836
53112,Male,Urban,Bachelor,5L-10L,1,2,4438,1,A,Gold,33096
88288,Male,Urban,High School,2L-5L,1,8,7233,1,A,Platinum,66684
37205,Male,Rural,Bachelor,More than 10L,1,3,3853,1,A,Platinum,72228
83749,Male,Rural,High School,5L-10L,1,7,0,1,B,Silver,36336
28374,Female,Urban,High School,5L-10L,0,0,7926,More than 1,A,Silver,115464
9687,Female,Urban,High School,5L-10L,0,7,5380,1,A,Platinum,32748
35678,Female,Rural,High School,5L-10L,1,5,8663,1,A,Platinum,32508
78754,Female,Rural,High School,5L-10L,1,4,0,1,B,Platinum,37116
55925,Male,Urban,Bachelor,5L-10L,0,1,6078,1,A,Gold,51156
25295,Male,Rural,Bachelor,5L-10L,1,6,6029,1,A,Platinum,66624
53910,Male,Urban,High School,5L-10L,1,2,4315,1,A,Gold,31860
51276,Male,Urban,Bachelor,2L-5L,1,6,2655,More than 1,B,Platinum,73236
64121,Male,Urban,High School,5L-10L,0,2,5309,1,A,Silver,29472
83161,Male,Rural,High School,5L-10L,0,0,2541,1,B,Platinum,53520
83225,Male,Urban,High School,5L-10L,1,7,5464,1,A,Silver,32880
1485,Female,Rural,Bachelor,5L-10L,0,7,2568,1,B,Platinum,54900
